Index,Variant,"Region, subregion, country or area *",Notes,Country code,Type,Parent code,Reference date (as of 1 July),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
18035,Estimates,United States of America,29,840,Country/Area,918,1950,3762.57,3600.43,3442.34,3289.29,3142.26,3002.21,2870.14,2747.02,2633.83,2531.56,2439.45,2356.77,2293.10,2252.87,2231.89,2218.68,2212.07,2223.74,2257.21,2305.34,2355.92,2409.59,2458.73,2497.71,2527.78,2558.21,2590.02,2600.83,2581.31,2541.67,2500.72,2453.83,2415.06,2393.04,2380.82,2362.81,2342.08,2317.63,2287.37,2252.63,2217.91,2183.59,2143.43,2095.18,2042.13,1989.00,1933.87,1886.16,1850.72,1822.95,1793.75,1765.33,1733.06,1693.82,1650.25,1607.56,1564.15,1523.27,1486.87,1452.86,1416.36,1377.39,1337.83,1297.80,1255.89,1212.77,1170.90,1114.95,1038.16,948.67,860.62,770.32,691.54,632.27,585.97,538.80,494.39,447.68,395.04,340.09,289.44,241.00,200.85,172.41,152.34,133.79,118.07,102.95,86.59,70.13,54.92,44.06,36.96,28.57,18.89,13.11,11.18,8.96,6.46,3.67,6.27
18036,Estimates,United States of America,29,840,Country/Area,918,1951,3712.15,3735.75,3585.38,3435.74,3288.23,3144.25,3004.99,2871.65,2746.64,2631.75,2527.77,2433.03,2347.06,2280.59,2238.54,2216.53,2202.10,2194.06,2205.66,2241.08,2292.40,2346.09,2403.16,2454.61,2494.04,2523.34,2553.20,2584.36,2594.65,2575.01,2535.47,2494.28,2446.84,2407.65,2385.46,2373.12,2355.17,2335.32,2309.42,2274.09,2232.43,2191.04,2148.72,2106.68,2066.22,2026.63,1985.97,1944.68,1903.52,1862.69,1822.13,1781.46,1740.59,1700.58,1661.88,1623.96,1585.48,1546.28,1507.49,1469.41,1431.23,1391.37,1349.52,1306.32,1261.70,1214.86,1166.90,1119.87,1061.41,986.19,900.90,816.91,731.17,655.85,597.90,551.61,504.98,461.24,415.59,364.73,311.99,263.43,217.08,178.90,152.26,133.84,116.98,103.06,89.54,74.80,59.74,46.39,37.33,31.24,24.06,15.80,11.37,9.13,6.59,3.74,6.33
18037,Estimates,United States of America,29,840,Country/Area,918,1952,3706.92,3664.59,3717.92,3578.92,3437.35,3295.01,3153.74,3014.93,2880.01,2752.81,2635.94,2530.03,2432.44,2342.97,2273.54,2229.59,2206.48,2190.81,2181.31,2192.88,2230.33,2284.95,2341.87,2402.46,2456.33,2496.30,2524.90,2554.28,2584.85,2594.65,2574.85,2535.31,2493.79,2445.68,2405.97,2383.58,2371.08,2353.16,2334.12,2306.73,2266.26,2217.58,2169.44,2119.04,2075.02,2042.24,2015.99,1987.67,1960.10,1925.38,1879.07,1825.65,1773.44,1720.04,1672.22,1633.96,1601.59,1567.21,1532.12,1495.34,1455.47,1413.05,1369.74,1324.93,1277.99,1228.69,1176.80,1123.90,1071.61,1010.50,936.66,855.37,775.23,693.84,621.80,565.03,518.64,472.44,429.25,384.56,335.34,284.69,238.11,193.71,157.43,132.50,115.70,100.48,88.31,76.37,63.20,49.50,37.98,30.71,25.60,19.62,12.76,9.11,6.58,3.74,6.40
18038,Estimates,United States of America,29,840,Country/Area,918,1953,3740.84,3732.65,3695.54,3702.73,3575.02,3441.42,3304.16,3165.49,3027.04,2890.44,2760.95,2642.03,2534.09,2433.58,2340.56,2268.11,2222.22,2198.00,2181.08,2170.11,2181.66,2221.16,2279.12,2339.32,2403.47,2459.81,2500.34,2528.27,2557.17,2587.19,2596.51,2576.53,2536.95,2495.07,2446.27,2406.01,2383.40,2370.73,2352.81,2334.58,2305.67,2260.03,2204.30,2149.37,2090.84,2044.82,2019.69,2006.77,1990.79,1976.93,1948.63,1896.80,1830.47,1766.67,1700.69,1645.02,1607.18,1580.34,1550.05,1519.05,1484.23,1442.56,1395.86,1349.07,1301.25,1250.54,1196.52,1139.54,1081.66,1024.06,960.25,887.75,810.40,734.06,656.96,588.15,532.52,485.99,440.19,397.54,353.77,306.16,257.57,212.92,170.47,136.05,112.83,97.63,84.03,73.61,63.24,51.64,39.29,29.59,24.10,19.97,15.18,9.73,6.49,3.72,6.45
18039,Estimates,United States of America,29,840,Country/Area,918,1954,3807.93,3814.68,3790.57,3739.25,3687.42,3571.02,3445.41,3313.24,3177.19,3039.09,2900.81,2769.04,2648.06,2538.10,2434.66,2338.08,2262.62,2214.78,2189.44,2171.26,2158.82,2170.35,2211.91,2273.22,2336.70,2404.42,2463.23,2504.33,2531.57,2560.00,2589.46,2598.29,2578.14,2538.52,2496.29,2446.79,2405.99,2383.14,2370.31,2352.41,2334.98,2304.55,2253.72,2190.94,2129.21,2062.54,2014.51,1997.05,1997.49,1993.86,1993.73,1971.86,1914.51,1835.25,1759.85,1681.26,1617.72,1580.30,1559.01,1532.81,1505.90,1473.07,1429.58,1378.60,1328.33,1277.50,1223.01,1164.26,1102.18,1039.32,976.39,909.89,838.73,765.33,692.80,620.00,554.43,499.94,453.28,407.88,365.76,322.92,276.93,230.39,187.69,147.18,114.63,93.12,79.52,67.56,58.89,50.08,40.06,29.06,21.18,17.48,14.34,10.74,6.69,3.68,6.48
18040,Estimates,United States of America,29,840,Country/Area,918,1955,3900.89,3904.76,3880.68,3831.73,3761.00,3671.56,3566.51,3448.91,3321.87,3188.45,3050.73,2910.79,2776.75,2653.72,2541.75,2435.40,2335.26,2256.79,2207.00,2180.56,2161.12,2147.22,2158.71,2202.33,2266.98,2333.74,2405.02,2466.30,2507.96,2534.52,2562.48,2591.36,2599.71,2579.38,2539.74,2497.15,2446.96,2405.62,2382.55,2369.56,2351.67,2335.05,2303.10,2247.09,2177.24,2108.71,2033.91,1983.87,1974.09,1987.91,1996.65,2010.27,1994.84,1931.97,1839.78,1752.76,1661.56,1590.16,1553.17,1537.43,1515.32,1492.53,1461.68,1416.38,1361.12,1307.36,1253.52,1195.26,1131.79,1064.61,996.77,928.52,859.33,789.52,720.09,651.37,582.90,520.58,467.25,420.46,375.46,333.88,291.97,247.61,203.14,162.40,123.83,93.16,73.36,61.37,51.05,44.13,36.90,28.46,18.81,12.76,10.85,8.69,6.29,3.64,6.47
18041,Estimates,United States of America,29,840,Country/Area,918,1956,4010.53,3919.57,3911.49,3880.46,3828.62,3758.12,3672.37,3574.77,3461.18,3331.22,3190.82,3048.16,2903.86,2767.69,2646.12,2537.98,2435.01,2338.11,2263.22,2217.24,2194.53,2178.86,2169.06,2182.32,2224.17,2284.77,2347.62,2414.58,2472.52,2512.75,2539.08,2566.42,2594.66,2602.18,2580.64,2539.58,2495.89,2444.92,2402.74,2378.66,2364.72,2345.81,2327.56,2296.24,2244.32,2180.43,2117.44,2048.85,2000.81,1986.37,1991.37,1991.85,1996.46,1974.90,1910.91,1820.71,1734.84,1644.86,1573.31,1533.72,1513.85,1488.18,1462.16,1427.91,1379.06,1320.33,1263.21,1205.84,1145.82,1083.26,1018.71,953.48,888.31,821.22,751.67,681.40,612.36,543.74,481.78,429.64,384.65,341.40,301.51,261.94,220.81,180.09,142.29,107.52,81.34,63.82,52.49,43.34,37.43,31.22,23.99,15.75,10.74,8.60,6.23,3.61,6.43
18042,Estimates,United States of America,29,840,Country/Area,918,1957,4117.80,4080.94,3934.76,3914.74,3876.78,3822.09,3751.89,3669.90,3579.86,3470.37,3337.61,3190.35,3042.86,2894.33,2756.15,2636.16,2531.94,2432.44,2338.87,2267.64,2225.51,2206.55,2194.67,2188.98,2204.01,2244.05,2300.54,2359.41,2421.98,2476.53,2515.29,2541.37,2568.07,2595.64,2602.34,2579.59,2537.16,2492.40,2440.70,2397.71,2372.64,2357.76,2337.85,2318.00,2287.32,2239.54,2181.67,2124.29,2061.98,2015.99,1996.89,1993.07,1985.26,1980.86,1953.17,1888.13,1800.01,1715.36,1626.68,1555.04,1512.89,1488.90,1459.69,1430.46,1392.84,1340.47,1278.33,1217.89,1157.03,1095.32,1033.72,971.86,909.30,847.27,782.33,713.10,642.07,572.76,504.06,442.52,391.61,348.46,307.01,268.85,231.65,193.78,156.86,122.04,91.11,69.44,54.20,43.56,35.59,30.69,25.50,19.50,12.68,8.55,6.19,3.59,6.35
18043,Estimates,United States of America,29,840,Country/Area,918,1958,4207.41,4147.66,4084.90,3948.44,3916.48,3871.61,3814.10,3744.22,3666.03,3583.57,3478.23,3342.72,3188.65,3036.40,2883.69,2743.56,2625.18,2524.92,2428.95,2338.74,2271.19,2232.92,2217.72,2209.63,2208.06,2224.84,2263.06,2315.42,2370.29,2428.46,2479.59,2516.87,2542.69,2568.74,2595.62,2601.49,2577.56,2533.77,2487.96,2435.54,2391.76,2365.72,2349.90,2329.00,2307.54,2277.53,2233.90,2182.08,2130.31,2074.31,2030.39,2006.64,1993.99,1977.92,1964.50,1930.70,1864.63,1778.62,1695.22,1607.87,1536.17,1491.49,1463.38,1430.64,1398.22,1357.24,1301.39,1235.86,1172.11,1107.80,1044.41,983.80,924.64,864.79,805.92,743.16,674.28,602.50,532.95,464.20,403.10,353.45,312.15,272.51,236.09,201.28,166.69,133.57,101.75,74.66,57.52,44.58,34.61,27.83,23.93,19.77,14.99,9.60,6.16,3.56,6.25
18044,Estimates,United States of America,29,840,Country/Area,918,1959,4262.72,4190.72,4122.20,4055.86,3962.30,3918.40,3866.62,3806.29,3736.73,3662.32,3587.44,3486.23,3347.97,3187.10,3030.08,2873.19,2731.11,2614.33,2518.03,2425.57,2338.71,2274.83,2240.42,2228.99,2224.67,2227.22,2245.76,2282.15,2330.39,2381.27,2435.03,2482.76,2518.56,2544.12,2569.52,2595.72,2600.76,2575.64,2530.48,2483.63,2430.49,2385.93,2358.90,2342.16,2320.26,2297.20,2267.84,2228.36,2182.57,2136.43,2086.73,2044.87,2016.47,1995.01,1970.66,1948.24,1908.34,1841.22,1757.32,1675.18,1589.15,1517.39,1470.16,1437.95,1401.68,1366.06,1321.73,1262.38,1193.46,1126.42,1058.65,993.58,933.96,877.50,820.34,764.63,704.05,635.51,562.98,493.19,424.39,363.73,315.33,275.88,238.04,203.36,170.93,139.62,110.30,81.47,58.23,45.60,34.96,25.67,20.08,17.19,14.05,10.50,6.52,3.51,6.14
18045,Estimates,United States of America,29,840,Country/Area,918,1960,4268.82,4203.32,4142.97,4086.15,4031.26,3976.71,3920.89,3862.20,3799.03,3729.78,3659.15,3591.83,3494.74,3353.71,3186.01,3024.20,2863.12,2719.05,2603.87,2511.50,2422.53,2339.02,2278.80,2248.24,2240.56,2240.03,2246.68,2266.99,2301.57,2345.68,2392.59,2441.95,2486.29,2520.61,2545.91,2570.67,2596.19,2600.39,2574.08,2527.56,2479.65,2425.79,2380.43,2352.42,2334.74,2311.85,2287.19,2258.48,2223.14,2183.38,2142.84,2099.43,2059.62,2026.58,1996.30,1963.69,1932.26,1886.25,1818.09,1736.28,1655.37,1570.66,1498.82,1449.05,1412.72,1372.92,1334.11,1286.42,1223.57,1151.25,1080.91,1009.67,942.91,884.26,830.50,776.03,723.46,665.05,596.84,523.56,453.52,384.65,324.42,277.26,239.66,203.62,170.67,140.63,112.58,87.06,61.22,41.81,33.70,25.34,16.73,12.33,10.45,8.34,6.00,3.45,6.02
18046,Estimates,United States of America,29,840,Country/Area,918,1961,4217.93,4252.72,4202.72,4152.25,4100.60,4047.06,3990.15,3928.41,3864.98,3800.71,3732.57,3661.32,3592.33,3494.48,3354.14,3188.07,3027.73,2868.06,2725.45,2611.65,2520.55,2432.83,2350.61,2290.95,2259.86,2250.91,2249.10,2254.36,2273.19,2306.32,2349.01,2394.38,2442.09,2485.09,2518.59,2543.39,2567.58,2592.53,2596.13,2569.10,2521.77,2473.13,2418.72,2372.34,2342.61,2322.84,2297.80,2270.56,2240.66,2206.33,2168.79,2130.21,2089.24,2049.31,2012.03,1975.04,1936.17,1898.05,1847.65,1778.97,1699.06,1619.60,1536.60,1465.39,1414.25,1375.34,1333.37,1292.37,1243.21,1180.13,1108.32,1038.46,968.08,901.19,840.74,784.31,727.60,672.77,613.84,547.82,478.51,412.34,347.60,291.23,247.20,212.26,178.59,148.90,122.63,97.53,74.01,51.50,35.52,28.57,21.40,14.02,10.28,8.15,5.85,3.36,5.92
18047,Estimates,United States of America,29,840,Country/Area,918,1962,4115.50,4128.81,4238.57,4204.05,4163.45,4116.93,4064.71,4005.43,3937.73,3869.54,3804.14,3737.08,3665.17,3594.47,3495.82,3356.10,3191.60,3032.64,2874.32,2733.09,2620.63,2530.75,2444.24,2363.27,2304.15,2272.52,2262.29,2259.19,2263.06,2280.43,2312.13,2353.42,2397.27,2443.35,2485.03,2517.72,2542.03,2565.67,2590.06,2593.04,2565.28,2517.12,2467.74,2412.74,2365.34,2333.87,2311.99,2284.80,2254.97,2223.85,2190.51,2155.17,2118.55,2080.00,2039.92,1998.39,1954.67,1909.52,1864.69,1809.88,1740.63,1662.59,1584.55,1503.23,1432.61,1380.07,1338.57,1294.41,1251.19,1200.54,1137.20,1065.87,996.46,926.90,859.85,797.57,738.45,679.48,622.36,562.88,499.02,433.64,371.32,310.70,258.16,217.23,184.95,153.63,127.18,104.68,82.51,60.98,41.80,29.24,23.44,17.47,11.32,7.94,5.66,3.26,5.82
18048,Estimates,United States of America,29,840,Country/Area,918,1963,3977.31,4050.61,4103.30,4224.70,4205.68,4174.94,4133.57,4082.66,4020.99,3947.34,3874.38,3807.83,3741.84,3669.27,3596.87,3497.40,3358.31,3195.35,3037.77,2880.78,2740.93,2629.79,2541.13,2455.83,2376.12,2317.52,2285.35,2273.84,2269.46,2271.94,2287.84,2318.10,2357.99,2400.33,2444.78,2485.14,2517.02,2540.85,2563.94,2587.76,2590.13,2561.64,2512.65,2462.52,2406.93,2358.49,2325.28,2301.30,2271.94,2239.52,2207.18,2174.83,2141.69,2107.02,2070.89,2030.65,1984.87,1934.42,1882.97,1831.43,1772.20,1702.39,1626.20,1549.58,1469.92,1399.90,1345.96,1301.85,1255.49,1210.06,1157.92,1094.31,1023.45,954.48,885.75,818.53,754.43,692.60,631.36,571.94,511.92,450.21,388.77,330.30,273.78,225.08,187.26,157.62,128.66,105.45,86.72,67.48,47.95,32.10,22.97,18.32,13.54,8.62,5.53,3.19,5.74
18049,Estimates,United States of America,29,840,Country/Area,918,1964,3827.22,3956.37,4054.35,4123.43,4208.78,4205.27,4184.42,4148.21,4098.65,4034.63,3955.04,3877.34,3809.69,3744.80,3671.60,3597.53,3497.30,3358.88,3197.56,3041.43,2885.85,2747.45,2637.70,2550.30,2466.25,2387.82,2329.78,2297.08,2284.30,2278.63,2279.72,2294.15,2322.96,2361.42,2402.24,2445.03,2484.06,2515.11,2538.44,2560.97,2584.22,2585.97,2556.77,2506.96,2456.11,2399.96,2350.50,2315.57,2289.49,2257.99,2222.98,2189.44,2158.10,2127.18,2094.47,2060.79,2020.42,1970.40,1913.23,1855.51,1797.28,1733.66,1663.31,1589.03,1513.86,1435.91,1366.51,1311.19,1264.50,1215.97,1168.34,1114.73,1050.88,980.53,912.05,844.17,776.81,710.90,646.40,582.92,521.24,460.70,401.17,343.70,289.11,236.72,191.89,157.18,130.21,103.62,83.67,68.72,52.42,34.90,22.38,16.67,13.18,9.59,5.91,3.16,5.66
18050,Estimates,United States of America,29,840,Country/Area,918,1965,3684.76,3854.77,3987.41,4085.55,4152.08,4189.90,4201.89,4190.93,4159.91,4111.72,4045.39,3959.94,3877.56,3808.84,3745.11,3671.34,3595.65,3494.72,3357.09,3197.51,3042.95,2888.88,2752.03,2643.74,2557.66,2474.91,2397.83,2340.38,2307.18,2293.14,2286.18,2285.88,2298.82,2326.17,2363.19,2402.45,2443.56,2481.22,2511.43,2534.25,2556.20,2578.86,2580.00,2550.10,2499.52,2447.97,2391.30,2340.86,2304.23,2276.08,2242.46,2204.90,2170.18,2139.87,2111.19,2080.47,2049.26,2008.78,1954.57,1890.73,1826.78,1761.90,1693.94,1623.11,1550.78,1477.11,1400.93,1332.20,1275.55,1226.31,1175.64,1125.85,1070.81,1006.76,936.97,869.01,802.04,734.59,666.93,599.81,534.13,470.23,409.22,351.90,298.44,247.75,199.53,158.59,127.03,102.73,78.53,61.85,50.68,37.34,21.82,12.65,10.37,8.04,5.65,3.20,5.57
18051,Estimates,United States of America,29,840,Country/Area,918,1966,3561.79,3729.70,3884.44,4006.38,4097.68,4160.54,4197.64,4211.70,4202.27,4170.49,4120.10,4053.24,3968.89,3885.18,3811.21,3740.09,3659.59,3576.61,3472.85,3339.40,3188.39,3041.67,2895.88,2764.90,2658.17,2570.79,2487.38,2409.77,2351.09,2315.95,2299.54,2289.94,2286.53,2297.48,2324.69,2362.73,2402.73,2444.65,2482.49,2511.79,2532.99,2553.47,2574.64,2574.32,2543.13,2491.35,2438.42,2380.15,2328.34,2290.72,2261.72,2227.25,2189.14,2152.63,2118.62,2085.16,2049.85,2013.67,1970.26,1916.39,1854.90,1792.96,1730.42,1663.20,1590.43,1514.47,1437.61,1358.26,1286.93,1228.72,1178.64,1127.07,1076.52,1020.84,956.17,885.90,817.79,750.93,684.11,617.72,552.39,488.69,426.90,368.64,314.93,265.61,218.20,174.44,138.97,110.65,87.80,66.53,52.60,42.99,31.57,18.33,11.05,8.57,5.99,3.32,5.49
18052,Estimates,United States of America,29,840,Country/Area,918,1967,3447.52,3652.18,3772.25,3911.60,4022.75,4107.15,4166.27,4202.64,4218.77,4210.88,4178.35,4125.80,4058.45,3975.25,3890.27,3811.08,3732.62,3645.44,3555.22,3448.69,3319.51,3177.17,3038.40,2901.01,2775.98,2670.89,2582.27,2498.25,2420.15,2360.27,2323.21,2304.44,2292.20,2285.68,2294.63,2321.70,2360.73,2401.45,2444.15,2482.15,2510.52,2530.09,2549.07,2568.73,2566.96,2534.49,2481.55,2427.27,2367.44,2314.29,2275.70,2245.88,2210.57,2171.93,2133.67,2095.97,2057.75,2017.88,1976.75,1930.44,1876.94,1817.83,1757.95,1697.78,1631.37,1556.70,1477.15,1397.15,1314.68,1240.79,1181.06,1130.17,1077.74,1026.47,970.17,904.92,834.22,765.99,699.30,633.15,568.06,504.57,442.90,383.25,327.80,277.73,232.59,188.48,149.21,119.24,94.19,72.81,54.48,43.30,35.27,25.77,14.82,9.35,6.51,3.50,5.42
18053,Estimates,United States of America,29,840,Country/Area,918,1968,3350.03,3550.75,3721.62,3812.97,3936.87,4037.17,4114.63,4170.00,4205.61,4223.79,4217.45,4184.19,4129.49,4061.69,3979.69,3893.48,3809.11,3723.34,3629.53,3532.12,3422.87,3298.03,3164.42,3033.67,2904.73,2785.73,2682.31,2592.49,2507.90,2429.36,2368.31,2329.35,2308.24,2293.36,2283.73,2290.68,2317.58,2357.59,2399.01,2442.47,2480.61,2508.04,2525.96,2543.45,2561.59,2558.36,2524.64,2470.55,2414.95,2353.59,2299.12,2259.58,2228.96,2192.84,2153.69,2113.68,2072.32,2029.36,1984.94,1938.88,1889.69,1836.59,1779.90,1722.10,1664.34,1598.76,1522.23,1439.13,1356.04,1270.49,1194.06,1132.84,1081.17,1027.90,975.93,919.05,853.25,782.15,713.84,647.34,581.89,518.14,456.52,396.91,339.43,286.80,240.40,199.46,158.68,123.92,99.45,77.69,57.78,42.40,33.98,27.53,19.97,11.30,7.14,3.74,5.40
18054,Estimates,United States of America,29,840,Country/Area,918,1969,3277.76,3461.40,3623.81,3765.47,3853.02,3961.45,4050.89,4121.40,4173.01,4207.86,4228.09,4223.29,4189.32,4132.49,4064.24,3983.44,3896.03,3806.49,3713.44,3613.02,3508.43,3396.49,3276.00,3151.15,3028.43,2907.96,2794.99,2693.27,2602.27,2517.12,2438.15,2375.95,2335.10,2311.63,2294.13,2281.40,2286.33,2313.07,2354.05,2396.16,2440.37,2478.65,2505.13,2521.41,2537.40,2554.01,2549.34,2514.37,2459.14,2402.23,2339.35,2283.58,2243.10,2211.67,2174.74,2135.09,2093.35,2048.33,2000.64,1951.68,1900.71,1848.65,1795.96,1741.69,1685.98,1630.64,1565.90,1487.52,1400.89,1314.71,1226.10,1147.17,1084.46,1032.01,977.91,925.25,867.80,801.47,729.97,661.60,595.31,530.57,468.17,408.43,350.88,295.58,245.79,203.06,166.32,128.87,98.62,79.67,61.18,42.75,30.32,24.67,19.79,14.16,7.78,4.00,5.49
18055,Estimates,United States of America,29,840,Country/Area,918,1970,3235.89,3390.84,3534.73,3666.89,3786.65,3893.36,3986.35,4064.96,4128.52,4176.38,4210.47,4232.76,4229.50,4194.80,4135.84,4067.14,3987.54,3898.91,3804.20,3703.86,3596.82,3485.05,3370.40,3254.26,3138.14,3023.45,2911.42,2804.47,2704.45,2612.26,2526.55,2447.14,2383.78,2341.03,2315.22,2295.09,2279.26,2282.19,2308.76,2350.71,2393.52,2438.48,2476.90,2502.43,2517.07,2531.56,2546.65,2540.53,2504.31,2447.94,2389.71,2325.31,2268.23,2226.80,2194.57,2156.83,2116.67,2073.19,2024.52,1972.10,1918.60,1862.70,1807.77,1755.49,1703.64,1650.01,1597.08,1533.18,1452.94,1362.78,1273.51,1181.83,1100.38,1036.19,982.96,928.03,874.68,816.64,749.77,677.88,609.44,543.34,479.31,418.26,360.39,304.90,251.78,204.81,165.75,133.21,99.09,73.34,59.90,44.69,27.73,18.25,15.36,12.06,8.36,4.27,5.72
18056,Estimates,United States of America,29,840,Country/Area,918,1971,3231.82,3261.76,3402.43,3537.59,3665.65,3784.97,3894.97,3995.04,4078.46,4141.58,4185.83,4218.36,4240.18,4236.49,4201.40,4142.24,4073.29,3992.99,3905.50,3814.74,3719.91,3617.96,3511.52,3399.66,3282.28,3162.27,3044.00,2928.31,2817.60,2714.08,2618.64,2529.41,2446.06,2380.29,2337.53,2313.19,2294.33,2280.02,2283.48,2308.84,2348.45,2389.20,2432.13,2468.58,2492.40,2505.47,2518.25,2531.49,2523.83,2486.57,2429.46,2370.49,2305.58,2247.28,2203.48,2168.25,2127.53,2083.94,2038.63,1990.69,1940.44,1888.90,1835.59,1780.36,1723.16,1663.65,1602.99,1542.61,1474.26,1394.49,1307.92,1221.78,1133.56,1054.45,990.42,936.02,880.57,827.08,768.90,701.95,630.15,561.92,496.00,433.37,375.51,322.03,269.97,221.74,180.64,145.19,114.29,84.14,62.75,51.11,37.98,23.37,16.26,12.77,8.86,4.53,6.12
18057,Estimates,United States of America,29,840,Country/Area,918,1972,3260.01,3318.77,3286.06,3412.36,3538.75,3662.64,3781.47,3894.70,4001.79,4089.98,4152.63,4193.26,4224.21,4245.55,4241.43,4205.97,4146.64,4077.46,3996.51,3910.19,3823.42,3734.15,3637.33,3536.26,3427.25,3308.70,3184.84,3063.07,2943.78,2829.36,2722.39,2623.76,2531.04,2443.79,2375.65,2332.89,2310.03,2292.46,2279.68,2283.66,2307.79,2345.06,2383.73,2424.60,2459.07,2481.15,2492.66,2503.73,2515.10,2505.90,2467.63,2409.79,2350.12,2284.73,2225.23,2179.09,2140.86,2097.19,2050.19,2003.07,1955.89,1907.84,1858.27,1807.57,1752.07,1689.97,1622.85,1555.18,1487.38,1414.62,1335.35,1252.42,1169.44,1084.73,1008.00,944.16,888.61,832.67,779.07,720.78,653.77,582.11,514.12,448.40,387.21,332.58,283.50,234.91,191.59,156.37,124.56,95.31,69.16,52.12,42.30,31.26,19.00,13.38,9.30,4.81,6.68
18058,Estimates,United States of America,29,840,Country/Area,918,1973,3307.39,3308.51,3337.38,3310.22,3422.18,3539.78,3659.51,3777.83,3894.29,4008.40,4101.36,4163.52,4200.54,4229.91,4250.78,4246.22,4210.40,4150.89,4081.49,3999.88,3914.75,3831.96,3748.24,3656.56,3560.86,3454.70,3334.98,3207.29,3082.01,2959.13,2841.02,2730.59,2628.78,2532.59,2441.44,2370.93,2328.17,2306.79,2290.51,2279.25,2283.76,2306.67,2341.58,2378.18,2416.99,2449.48,2469.82,2479.76,2489.12,2498.62,2487.89,2448.60,2390.05,2329.68,2263.81,2203.12,2154.63,2113.41,2066.78,2016.38,1967.45,1921.03,1875.19,1827.59,1779.49,1723.72,1656.73,1581.99,1507.33,1432.13,1354.96,1276.19,1196.90,1117.08,1035.88,961.53,897.89,841.18,784.76,731.05,672.66,605.60,534.06,466.32,400.82,341.06,289.65,244.99,199.86,161.45,132.11,103.93,76.35,54.17,41.49,33.49,24.53,14.64,9.75,5.11,7.35
18059,Estimates,United States of America,29,840,Country/Area,918,1974,3354.74,3306.22,3295.86,3318.52,3335.60,3433.25,3542.12,3657.73,3775.59,3895.31,4016.48,4114.24,4175.95,4209.37,4237.17,4257.56,4252.57,4216.37,4156.67,4087.02,4004.73,3920.75,3841.91,3763.71,3677.13,3586.77,3483.41,3362.48,3230.92,3102.09,2975.56,2853.71,2739.80,2634.76,2535.06,2439.99,2367.09,2324.32,2304.40,2289.41,2279.67,2284.70,2306.40,2338.97,2373.51,2410.28,2440.79,2459.40,2467.78,2475.43,2483.07,2470.80,2430.49,2371.20,2310.10,2243.73,2181.83,2130.97,2086.76,2037.15,1983.33,1932.57,1886.90,1843.24,1797.59,1752.08,1696.02,1624.12,1541.74,1460.06,1377.43,1295.82,1217.52,1141.84,1065.16,987.43,915.44,851.96,794.09,737.16,683.32,624.80,557.67,486.23,418.72,353.40,295.05,246.86,206.58,164.89,131.37,107.92,83.35,57.41,39.22,30.89,24.69,17.82,10.27,5.47,8.10
18060,Estimates,United States of America,29,840,Country/Area,918,1975,3387.89,3305.72,3267.53,3267.89,3301.37,3362.51,3445.89,3546.07,3657.61,3775.07,3898.12,4026.40,4129.01,4190.29,4220.12,4246.36,4266.29,4260.86,4224.27,4164.35,4094.42,4011.41,3928.54,3853.63,3780.92,3699.40,3614.34,3513.74,3391.54,3256.04,3123.60,2993.37,2867.72,2750.27,2641.96,2538.70,2439.65,2364.32,2321.52,2303.07,2289.36,2281.12,2286.69,2307.18,2337.43,2369.92,2404.66,2433.22,2450.11,2456.94,2462.88,2468.66,2454.84,2413.49,2353.44,2291.58,2224.68,2161.54,2108.29,2061.05,2008.46,1951.19,1898.58,1853.63,1812.13,1768.42,1725.48,1669.11,1592.27,1502.21,1413.45,1323.35,1237.26,1159.41,1087.31,1013.72,939.44,869.77,806.43,747.36,689.89,635.90,577.23,509.98,438.62,371.30,306.14,249.17,204.16,168.26,130.00,101.36,83.76,62.81,38.50,24.27,20.29,15.91,11.11,5.92,8.87
18061,Estimates,United States of America,29,840,Country/Area,918,1976,3395.19,3365.83,3305.52,3283.00,3293.71,3333.09,3395.80,3476.54,3574.47,3686.54,3805.92,3928.66,4055.33,4155.74,4214.37,4241.22,4264.29,4280.82,4272.61,4234.31,4173.45,4102.29,4017.63,3934.27,3860.58,3789.94,3710.51,3628.42,3527.21,3398.73,3253.66,3112.26,2972.16,2841.38,2726.51,2625.53,2528.75,2436.85,2365.31,2320.47,2296.35,2277.85,2264.66,2266.86,2286.86,2318.42,2351.69,2387.20,2416.00,2432.13,2437.58,2442.41,2447.21,2432.40,2390.06,2329.07,2266.09,2197.61,2134.02,2082.13,2037.14,1986.65,1932.18,1879.17,1828.81,1778.96,1727.31,1675.49,1614.39,1539.60,1455.70,1372.41,1288.67,1204.86,1122.44,1041.69,960.64,878.74,804.61,742.02,687.15,633.46,583.50,528.89,465.19,397.11,332.10,271.27,221.28,180.04,145.30,111.27,87.26,71.90,53.69,32.63,22.02,17.29,12.10,6.44,9.63
